Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s
44137675,7,5,0.7023478242,0.2718765771
3,2,0,4000000.0,666666.666666667
4,3,0,4500000.0,750000.0
180,1,1,66666.6666666667,11111.1111111111
116,1,1,0.0,17241.3793103448
41,1,1,292682.926829268,48780.4878048781
31293,1,1,3259.5149074873,63.9120570096
206,2,2,2553398.05825243,19417.4757281553
6279041,5,2,35.1964575482,1.1148199223
252528,2,1,0.0,11.879870747
50013,1,1,3059.2046068022,39.9896027033
4348084,5,1,38.8676943684,1.3799181433
65097950,2,2,2.9494016325,0.0614458673
210,2,1,1204761.9047619,14285.7142857143
246,2,2,1837398.37398374,16260.162601626
48435,1,1,3675.028388562,41.2924538041
163,2,2,5067484.66257669,24539.8773006135
253206,4,4,2417.0043363901,31.5948279267
350,3,1,105714.285714286,11428.5714285714
10387183,7,5,404.922104482,1.1552699129
4,3,0,7750000.0,750000.0
138004,2,2,2057.911364888,28.9846671111
3,2,0,4000000.0,666666.666666667
60299984,10,10,16.9154273739,0.3316750465
45058,2,2,266.3234053886,88.7744684629
67,1,1,0.0,29850.7462686567
48905,1,1,2249.2587669972,40.8956139454
72333725,119,105,1332.2831086053,3.0967574254
115565541,16,14,26.1929289112,0.2595929525
135078,11,6,21150.7425339434,125.8532107375
39851771,2,2,10.8150777038,0.1003719508
71696,2,2,4016.9604998884,55.791118054
124,1,1,0.0,16129.0322580645
37,1,1,324324.324324324,54054.0540540541
121,2,0,99173.5537190083,16528.9256198347
268980,13,10,20655.8108409547,85.5082162243
238,2,2,932773.109243698,16806.7226890756
23313,1,1,7034.7016685969,85.789044739
199,2,2,1628140.70351759,20100.5025125628
156,2,2,1128205.12820513,25641.0256410256
22755,2,0,527.3566249176,87.8927708196
39,2,1,461538.461538462,76923.0769230769
71,2,0,169014.084507042,28169.014084507
260019,13,14,26094.2469588761,103.8385656433
32145,2,1,186.6542230518,93.3271115259
275,2,2,1745454.54545455,14545.4545454545
85375,2,2,4146.4128843338,46.8521229868
49853,1,1,3129.1998475518,40.1179467635
84801,3,0,365.5617268664,35.3769413097
60939,4,2,7942.3685981063,98.4591148526
5043694,7,4,154.8468245695,2.1809411911
90043,5,3,13871.1504503404,88.8464400342
1449,3,1,219461.697722567,2760.5244996549
23,1,1,521739.130434783,86956.5217391304
1365,2,0,8791.2087912088,1465.2014652015
98962,1,1,1535.9430892666,20.2097774903
155,2,2,1032258.06451613,25806.4516129032
70338,1,1,1364.8383519577,28.4341323325
913,2,2,3857612.26725082,4381.161007667
63170,2,2,4369.1625771727,63.3211967706
190,1,2,0.0,15789.4736842105
3,2,0,4000000.0,666666.666666667
50,2,0,240000.0,40000.0
50992,1,1,2235.6448070286,39.2218387198
117326964,35,32,248.9453319529,0.5710537264
420,3,0,102380.952380952,7142.8571428572
1803349,1,1,60.9976216473,1.1090476663
4,2,0,9250000.0,500000.0
46154698,53,81,2285.1628235115,2.9032797485
117434968,15,17,52.6333859945,0.2724912396
115138884,16,14,19.4721359293,0.2605548965
151,2,2,1827814.56953642,26490.0662251656
254,2,2,1251968.50393701,15748.031496063
49,2,0,244897.959183673,40816.3265306122
66,2,0,181818.181818182,30303.0303030303
31433,4,2,16479.4960710082,190.8821938727
202,2,2,1128712.87128713,19801.9801980198
2,3,0,9000000.0,1500000.0
54,2,1,685185.185185185,55555.5555555556
264,1,1,0.0,7575.7575757576
53306,2,1,0.0,56.278842907
30,1,1,400000.0,66666.6666666667
30716,1,1,7097.2782914442,65.1126448756
40077,1,1,299.4236095516,49.9039349253
115803919,28,30,250.0951630143,0.5008466078
26,1,1,461538.461538462,76923.0769230769
203,2,2,1428571.42857143,19704.4334975369
623,3,1,78651.6853932584,6420.5457463885
76,2,1,486842.105263158,39473.6842105263
7,1,1,1714285.71428571,285714.285714286
347,2,2,755043.227665706,11527.3775216138
134,2,0,89552.2388059701,14925.3731343284
429,1,1,424242.424242424,4662.0046620047
161,1,1,74534.1614906832,12422.3602484472
70054879,8,8,10.9628338663,0.2283923722
260,2,2,1169230.76923077,15384.6153846154
1,2,0,31000000.0,2000000.0
220,2,0,54545.4545454545,9090.9090909091
4674461,2,2,75.7306564329,0.855713632
68484547,2,2,6.8774639044,0.0584073368
30971,2,2,5811.8885408931,129.1530786865
33098,1,1,3565.1701009125,60.4266118799
122992,10,5,18871.1460908027,121.9591518148
121536,10,5,9807.7935755661,123.420221169
185,2,2,1491891.89189189,21621.6216216216
45597,2,3,394.762813343,109.6563370397
196,2,2,1918367.34693878,20408.1632653061
6011804,3,1,1.9960730589,0.6653576863
95,1,1,0.0,21052.6315789474
1384,2,0,8670.5202312139,1445.0867052023
60928,4,2,6302.5210084034,98.4768907563
177,2,2,2124293.78531073,22598.8700564972
60949,1,1,3166.5818963396,32.8143201693
53279,2,1,0.0,56.3073631262
48,1,3,500000.0,83333.3333333333
17246495,17,15,513.4376579125,1.8554494696
107888024,2,2,3.2255665374,0.0370754774
16774070,4,4,12.8770179211,0.4769265897
68,2,1,264705.882352941,44117.6470588235
141849,4,2,2354.6165288441,42.2985005182
2679,3,0,16050.7652108996,1119.8208286674
70958,1,1,2705.8259815666,28.185687308
164,2,2,1780487.80487805,24390.243902439
31103,2,2,9195.2544770601,128.6049577211
4,2,0,0.0,500000.0
4946150,2,2,59.4401706378,0.8087098046
177199,24,28,199227.98661392,293.4553806737
41372,1,1,290.0512423862,48.341873731
209,2,1,234449.76076555,14354.0669856459
54,1,1,222222.222222222,37037.037037037
116710759,18,15,21.0263391398,0.2827502818
94465,2,2,3027.5763510295,42.3437251892
91089,6,5,49643.7550088375,120.7610139534
37,1,1,0.0,54054.0540540541
3,2,0,12333333.3333333,666666.666666667
4056409,22,15,3153.2816340759,9.1213681855
3,2,0,12333333.3333333,666666.666666667
30861,2,2,5054.9236900943,129.6134279511
99,1,1,0.0,20202.0202020202
54,1,1,222222.222222222,37037.037037037
416372,3,4,2591.432661178,16.8118893682
48611,5,3,27462.9199152455,164.5718047356
198,2,2,1181818.18181818,20202.0202020202
99857,4,4,5527.9049040127,80.1145638263
104618,1,1,1873.4825747003,19.1171691296
48,2,0,770833.333333333,41666.6666666667
24565,2,2,13352.3305515978,162.8332994097
737262,2,2,531.6970086618,5.4254796802
30889,2,2,11913.6262099777,129.495937065
169,2,2,970414.201183432,23668.6390532544
138216,11,6,20439.0229785264,122.9958904902
160006,13,8,39504.7685711786,131.2450783096
62520894,20,17,162.137796686,0.5918021582
80,2,1,0.0,37500.0
119555784,54,92,836.0448709031,1.2211872577
2619073,8,9,2604.356579599,6.4908461887
54,1,1,0.0,37037.037037037
59,2,0,203389.830508475,33898.3050847458
61900952,22,17,143.8911634186,0.6300387755
90647305,17,16,59.9797203017,0.36404833
91611,2,2,2619.7727347153,43.6628789119
84,1,1,0.0,23809.5238095238
48761,2,2,4265.7041488075,82.0327720925
25469,2,2,10208.4887510307,157.0536730928
181588,3,4,5126.9907703152,38.5488027843
30995,2,2,12969.8338441684,129.0530730763
60731612,2,2,10.8839528251,0.0658635572
31141,1,1,3853.4408015157,64.2240133586
48,1,1,250000.0,41666.6666666667
49886,3,4,18863.007657459,140.3199294391
32510,1,1,0.0,61.5195324516
30363,1,1,5598.9197378388,65.8696439746
254,2,2,2110236.22047244,15748.031496063
115758043,21,18,17.5884106818,0.3369096349
10904769,23,27,2582.4481013766,4.5851498551
23541,1,1,9430.3555498917,84.9581581071
212,2,1,202830.188679245,14150.9433962264
201979,11,9,33968.8779526584,99.0201951688
54,1,1,0.0,37037.037037037
149,2,2,1288590.60402685,26845.6375838926
18,2,0,666666.666666667,111111.111111111
30982,1,1,4906.074494868,64.5536117746
161586,6,6,12191.650266731,74.2638594928
117288,1,1,0.0,17.0520428347
359,3,1,261838.440111421,11142.061281337
66133844,11,12,143.02812944,0.3477795726
115700591,20,18,61.140569282,0.3284339317
145608,12,8,38658.5901873523,137.3550903797
336096,1,1,428.4490145673,5.9506807579
201,2,2,1223880.59701493,19900.4975124378
3,2,0,4000000.0,666666.666666667
148758,10,5,8557.5229567486,100.8349130803
45204662,19,12,152.0639618984,0.6857699766
190,2,2,2757894.7368421,21052.6315789474
80706748,2,2,4.8199191473,0.0495621506
40037,2,1,449.5841346754,74.9306891126
31405,1,1,5190.2563286101,63.6841267314
422005,13,8,13421.6419236739,49.7624435729
5273017,3,1,0.0,0.758579007
64669730,31,22,380.0850877219,0.8195488059
3,2,0,0.0,666666.666666667
45,1,1,0.0,44444.4444444444
45,2,1,822222.222222222,66666.6666666667
226,2,2,2150442.47787611,17699.1150442478
206,2,2,1572815.53398058,19417.4757281553
1432021,1,1,85.8925951505,1.3966275634
229,2,0,52401.7467248908,8733.6244541485
51,1,1,0.0,39215.6862745098
221890,10,5,6931.3623867682,67.6010635901
6377199,5,5,563.0998813115,1.5680865534
30721,1,1,3710.8167051854,65.1020474594
30958,2,2,5555.9144647587,129.2073131339
60600588,14,11,34.8346454988,0.4125372513
106156,2,2,2976.7511963525,37.6803948905
92989,2,2,4452.139500371,43.0158405833
529181,3,0,54.8016652147,5.6691377808
92156,2,2,3754.5032336473,43.4046616607
1482191,10,8,3390.9260007651,12.1441838468
157,2,2,2076433.12101911,25477.7070063694
35,1,1,342857.142857143,57142.8571428571
60507,1,1,2247.6738228635,33.0540268068
89,1,1,0.0,22471.9101123596
73450401,84,49,500.1470311918,1.8107457303
3,2,0,4000000.0,666666.666666667
177,1,1,0.0,11299.4350282486
28602,2,2,8600.7971470527,139.8503601147
92913997,2,2,4.8754764043,0.0430505643
98,1,1,122448.979591837,20408.1632653061
9370342,41,52,8551.7689749211,9.9249312352
50061,2,3,359.5613351711,99.8781486586
31304,2,2,18080.7564528495,127.7791975466
7110531,24,32,8218.5142009788,7.8756424801
167,2,0,71856.2874251497,11976.0479041916
167,2,2,1556886.22754491,23952.0958083832
41,1,1,292682.926829268,48780.4878048781
54830140,13,8,103.1549436131,0.3830010283
999267,2,0,12.0088024522,2.0014670754
5,3,1,7400000.0,800000.0
39276501,24,24,748.7937889376,1.2221047898
429,2,1,0.0,6993.006993007
194,2,2,1309278.35051546,20618.5567010309
117617929,31,27,163.7505452081,0.4931220988
3890,3,5,102056.555269923,2056.5552699229
3,1,1,4000000.0,666666.666666667
30599,2,2,8235.5632537011,130.7232262492
4,2,0,0.0,500000.0
23375,1,1,5133.6898395722,85.5614973262
229,2,2,1283842.79475983,17467.2489082969
268852,6,6,15391.3677413596,44.6342225462
1035272,3,1,11.5911567202,3.8637189067
146256,1,1,1223.8814134121,13.6746526638
4,2,0,3000000.0,500000.0
7719,2,1,2331.9082782744,388.6513797124
61194,2,2,6961.4668104716,65.3658855443
79,1,2,0.0,37974.6835443038
31521,2,2,11420.9574569335,126.8995272993
57,1,1,0.0,35087.7192982456
80475789,12,11,14.6752211401,0.2858002424
77674,2,2,3604.8098462806,51.4972835183
119777,1,1,1335.8157242209,16.6976965528
5376952,3,1,2.2317476518,0.7439158839
394,2,2,416243.654822335,10152.2842639594
23562,1,1,7469.6545284781,84.8824378236
8048424,12,9,1268.6955856202,2.6092064732
78,1,1,0.0,25641.0256410256
33092997,29,39,1775.3302911791,2.054815404
60868,1,1,4682.2632581981,32.8579877768
868275,1,1,351.271198641,2.303417696
232,2,2,2689655.17241379,17241.3793103448
67851,11,6,42770.1876169843,250.5489970671
5849086,3,1,0.0,0.6838675308
2302592,11,10,2616.6164044694,9.1201567625
29,1,1,413793.103448276,68965.5172413793
8114,1,1,0.0,246.4875523786
943326,4,2,345.5857254014,6.3604734736
3745,1,1,3204.2723631509,534.0453938585
176,2,2,1636363.63636364,22727.2727272727
1254,3,0,0.0,2392.3444976077
3,2,0,0.0,666666.666666667
35,1,2,0.0,85714.2857142857
67453,1,1,3587.6832757624,29.6502750063
100,1,1,0.0,20000.0
53370,1,1,6670.4140903129,37.4742364624
53,1,1,226415.094339623,37735.8490566038
241,1,1,49792.531120332,8298.755186722
79,1,2,227848.101265823,37974.6835443038
4,2,0,9250000.0,500000.0
30732,1,1,3839.6459716257,65.0787452818
175,1,3,102857.142857143,22857.1428571429
4,2,0,3000000.0,500000.0
2,2,0,6000000.0,1000000.0
5024238,6,2,45.1809806781,1.5922812574
4,1,1,3000000.0,500000.0
71703770,11,11,34.6425299534,0.3068178981
358509,9,7,10618.9802766458,44.6292840626
5522661,3,1,0.0,0.7242885269
60068,2,2,5127.5221415729,66.5911966438
3294543,3,3,3.6423868197,1.8211934098
116573511,49,52,678.0099468738,0.8664060912
64058383,2,0,1.1551961903,0.0312215187
10399634,7,4,341.454324258,1.0577295316
47,2,0,0.0,42553.1914893617
147708,1,1,1042.5975573429,13.5402280174
3,2,0,12333333.3333333,666666.666666667
88,1,1,136363.636363636,22727.2727272727
30300,1,1,7590.7590759076,66.0066006601
201,2,2,2786069.65174129,19900.4975124378
30981170,17,15,367.5135574286,1.0328854591
31853,1,1,5211.4400527423,62.7884343704
230,2,2,1373913.04347826,17391.3043478261
50403614,14,11,109.6548354648,0.49599618
31341,2,2,16783.127532625,127.6283462557
96,2,0,125000.0,20833.3333333333
138,2,2,1536231.88405797,28985.5072463768
708,6,6,1101694.91525424,16949.1525423729
413412,26,0,5660.2130562248,62.8912561803
5507914,3,1,2.1786832547,0.7262277516
5942061,6,4,128.9115005719,1.682917762
48,2,1,0.0,62500.0
186484,10,7,25519.6156238605,91.160635765
198,2,2,1474747.47474747,20202.0202020202
157,2,2,1834394.9044586,25477.7070063694
31540,4,2,9004.438807863,190.2346227013
12286,2,0,0.0,162.7869119323
15103,1,1,794.5441303052,132.4240217175
116234862,28,25,180.1180785159,0.4559733551
718,1,1,161559.888579387,2785.5153203343
216490,12,7,17275.6247401728,87.7638690009
697,1,1,255380.200860832,2869.4404591105
16022259,2,0,0.0,0.1248263432
1009764,3,4,2669.9307957107,6.9323128969
192,2,2,1416666.66666667,20833.3333333333
25035409,4,0,1.477906752,0.1597737029
38,1,1,315789.47368421,52631.5789473684
46497,1,1,4559.4339419748,43.0135277545
240256,4,2,957.3122003197,24.9733617475
229,3,1,78602.6200873362,17467.2489082969
24383,2,2,8202.4361235287,164.0487224706
16477,1,1,5826.3033319172,121.3813194149
55780,4,4,15919.6844747221,143.4205808534
23097,1,1,0.0,86.5913322076
208,2,2,1211538.46153846,19230.7692307692
255437,1,1,767.3124880107,7.8297192654
4,2,0,9250000.0,500000.0
152264,10,5,12885.5146324804,98.513108811
2726954,4,0,0.0,1.4668380911
155,2,2,1109677.41935484,25806.4516129032
118016651,23,18,47.0696291831,0.3474086042
53,1,1,226415.094339623,37735.8490566038
170,2,2,1905882.35294118,23529.4117647059
31437,2,2,9606.5146165347,127.2386041925
679652,1,1,188.3316756222,2.9426824316
3,2,0,12333333.3333333,666666.666666667
31007,2,2,9352.726803625,129.0031283259
27,1,1,0.0,74074.0740740741
115455497,16,14,11.4762833683,0.2598403782
77803,7,5,75151.3437785175,154.2356978523
162,2,2,2000000.0,24691.3580246914
116747951,16,14,4.1028557323,0.2569638246
23930,2,2,16715.4199749269,167.1541997493
93724,5,3,6199.052537237,85.3570056762
88,2,0,136363.636363636,22727.2727272727
11991,1,1,1000.7505629222,166.791760487
1258820,13,10,7538.0117888181,18.2710792647
48916,2,2,3189.1405675035,81.7728350642
43,1,1,0.0,46511.6279069767
102483,2,1,117.0925909663,29.2731477416
221,2,2,2045248.86877828,18099.5475113122
30222,1,1,4235.3252597446,66.1769571835
1565981,6,6,1907.4305499237,7.662928222
48688,1,1,3265.691751561,41.0778836674
306,2,1,140522.875816993,9803.9215686275
186485,1,1,1040.2981473041,10.7247231681
46889,2,2,9639.7875834418,85.3078547207
53,1,4,226415.094339623,94339.6226415094
1,2,0,12000000.0,2000000.0
3,2,0,12333333.3333333,666666.666666667
31053,2,2,5925.3534280102,128.8120310437
30718,1,1,4980.7930203789,65.1084054951
63,1,1,0.0,31746.0317460317
81732,3,0,0.0,36.7053296139
113812,8,5,37491.6529012758,114.2234562261
78636,4,2,2848.568085864,76.3009308714
193,2,2,1367875.64766839,20725.3886010363
413730,14,9,13728.7603026128,55.5918110845
69,3,0,942028.985507247,43478.2608695652
3,2,0,12333333.3333333,666666.666666667
115612529,29,36,317.387746098,0.562222802
115579832,54,51,531.6584990364,0.9084629921
187,2,2,1946524.06417112,21390.3743315508
50453,1,2,356.7676847759,59.461280796
110,3,1,445454.545454545,36363.6363636364
32079,2,2,9663.642881636,124.6921662147
81644,20,15,201570.231737788,428.6904120327
182,2,2,1450549.45054945,21978.021978022
31054,2,2,10433.4385264378,128.8078830424
3570849,41,51,22428.839752115,25.7641810113
5681777,9,7,911.6866079045,2.8160204105
65908,2,2,3944.8928809856,60.6906597075
119594663,229,0,0.0,1.9148011647
3887635,2,0,3.0867095291,0.5144515882
24299,2,2,9630.0259269929,164.6158278118
23957,2,2,12939.8505655967,166.9658137496
141,2,2,2042553.19148936,28368.7943262411
93645,1,1,2210.4757328208,21.3572534572
996281,6,3,822.0572308415,9.0335959433
3,2,0,4000000.0,666666.666666667
30316,1,1,6927.035228922,65.971764085
47250,1,1,3386.2433862434,42.328042328
322797,12,9,5145.6488133409,65.0563666949
64065218,2,0,1.1550729446,0.0312181877
1039485,10,10,4618.6332655113,19.2402968778
95050,1,1,1998.9479221462,21.0415570752
64,2,1,281250.0,46875.0
23981787,2,2,10.7581641018,0.1667932419
905,2,2,358011.049723757,4419.8895027624
43,1,1,0.0,46511.6279069767
3,2,0,14333333.3333333,666666.666666667
42068,6,4,42383.7596272701,237.7103736807
30626,1,1,4571.2793051656,65.3039900738
48027,2,2,12409.6862181689,83.2864846857
4,2,0,9250000.0,500000.0
30769,2,2,8255.0619129644,130.0009750073
5245825,5,4,257.5381374712,1.7156500646
23613,2,2,18210.3078812519,169.3982128489
31063,2,2,7339.9220938094,128.7705630493
5232986,9,5,646.284931777,2.6753367962
611904,64,80,265523.676916641,235.3310323188
196323,12,7,16936.3752591393,96.7792871951
266,2,2,1037593.98496241,15037.5939849624
158,2,2,1316455.69620253,25316.4556962025
201,2,2,995024.87562189,19900.4975124378
721122,4,2,640.6682919118,8.3203674274
237,2,2,987341.772151899,16877.6371308017
59981,1,1,2750.8711091846,33.3438922325
191,2,2,1308900.52356021,20942.4083769633
174,2,2,919540.229885057,22988.5057471264
117606971,16,16,50.3201464138,0.2720927146
92576353,2,2,4.9904752675,0.0432075781
43433615,2,2,4.9270593756,0.0920945678
1092,2,2,252747.252747253,3663.0036630037
59,3,1,627118.644067797,67796.6101694915
30863,2,2,9461.1670932832,129.6050286751
69714,2,3,258.1977794991,71.7216054164
211,2,0,175355.450236967,9478.672985782
30797,2,2,11559.56749034,129.8827807903
30870,1,1,5118.237771299,64.7878198899
50442,4,2,475.7939812061,118.9484953015
96,1,1,0.0,20833.3333333333
5283,2,1,6625.0236607988,567.8591709256
476061,4,0,60.9165632135,8.4022845812
47,2,0,2638297.87234043,42553.1914893617
75404,13,8,83165.3493183386,278.4998143335
31338,2,2,11742.931903759,127.6405641713
3,2,0,4000000.0,666666.666666667
116537715,28,40,256.1745783329,0.5835020877
181470,2,3,99.1899487519,27.5527635422
61443,1,1,1562.4237097798,32.5504939537
293186,11,13,69631.5649451202,81.8592975108
210,2,2,1428571.42857143,19047.619047619
5422330,5,1,33.3804840355,1.1065353824
59618950,12,14,73.1982029204,0.4361029505
50851,2,2,4405.026449824,78.661186604
3,2,0,10333333.3333333,666666.666666667
5445,2,0,2203.8567493113,367.3094582186
50,1,1,240000.0,40000.0
8039,2,0,1492.7229754945,248.7871625824
160,2,2,1387500.0,25000.0
23404,2,2,7349.1710818664,170.9109553922
166898,10,5,6758.619036777,89.8752531486
188,2,2,2978723.40425532,21276.5957446809
17,1,1,705882.352941177,117647.058823529
865054,14,10,8074.6404270716,27.7439327487
30677,1,1,5313.4269974248,65.1954232813
239,2,2,769874.476987448,16736.4016736402
116934789,39,53,664.5755353439,0.7867632959
38,1,1,0.0,52631.5789473684
149,2,2,1637583.89261745,26845.6375838926
96029139,2,2,2.6346169781,0.0416540234
115330449,16,14,10.2574819595,0.2601221122
5313547,4,5,306.1984772131,1.6937838322
107,1,1,0.0,18691.5887850467
356172,10,4,3209.1236818167,39.3068517458
160,2,2,1225000.0,25000.0
130,2,2,1107692.30769231,30769.2307692308
30592,2,2,9021.9665271967,130.7531380753
7505,2,0,1598.9340439707,266.4890073284
6204988,9,5,593.5547337078,2.2562493272
61240,2,2,4996.7341606793,65.3167864141
49,1,1,0.0,40816.3265306122
179863,10,6,13265.6521908341,88.9565947416
3,2,0,0.0,666666.666666667
15,1,1,0.0,133333.333333333
4,2,0,3000000.0,500000.0
20076233,16,11,495.8101452598,1.3448738117
4,3,0,9250000.0,750000.0
67173,2,4,357.2864097182,89.3216024295
229,2,0,52401.7467248908,8733.6244541485
64811,4,4,5616.3305611702,123.4358365092
259216,6,6,15948.0896240973,46.2934386766
6278080,4,2,0.0,0.9557062032
80,1,1,0.0,25000.0
22,1,1,545454.545454545,90909.0909090909
92090714,51,66,813.6542409694,1.2704864032
20,13,0,32500000.0,650000.0
999565,2,0,12.0052222717,2.0008703786
66064367,2,2,2.9062565604,0.0605470117
42,1,1,285714.285714286,47619.0476190476
3801343,9,7,1577.863402487,4.2090387529
61283,4,2,9594.8305402803,97.9064340845
30659,1,1,8088.9787664307,65.2336997293
66195,2,2,3142.2312863509,60.4275247375
62,1,1,193548.387096774,32258.064516129
189,2,2,1037037.03703704,21164.0211640212
260,2,2,1000000.0,15384.6153846154
5385751,3,1,0.0,0.7427005073
272,2,2,1110294.11764706,14705.8823529412
212,2,0,56603.7735849057,9433.962264151
233125,4,4,5554.9597855228,34.3163538874
61628,2,2,13143.3763873564,64.9055624067
115004867,63,66,645.2335621587,1.1216916585
3,2,0,0.0,666666.666666667
80,1,1,150000.0,25000.0
20,1,1,600000.0,100000.0
1302781,37,42,7302.839080398,60.639508866
129032,1,1,3084.5061690123,15.5000310001
280718,14,9,19585.49148968,81.9327581416
118186955,22,21,197.9998553986,0.3638303398
189,2,2,1100529.1005291,21164.0211640212
267511,13,8,20458.9717805997,78.5014448004
5645363,3,1,2.1256383336,0.7085461112
210,2,2,1276190.47619048,19047.619047619
157,2,2,2063694.26751592,25477.7070063694
46679,1,1,5998.4147046852,42.8458193192
30920,2,2,10866.7529107374,129.3661060802
55145,5,3,21452.5342279445,145.0720826911
192,2,2,1354166.66666667,20833.3333333333
197,2,2,1360406.09137056,20304.5685279188
20,1,1,600000.0,100000.0
119155762,189,0,0.0,1.5861591318
110367871,12,12,0.6523637663,0.2174545888
90176597,9,7,93.1616437023,0.1774296273
95901,1,1,1282.5726530485,20.854839887
48487,2,2,7630.9113783076,82.4963392249
177,2,2,2124293.78531073,22598.8700564972
31621,2,2,11574.5865089656,126.4982132127
102036,2,2,3077.3452506958,39.2018503273
2637,2,0,0.0,758.4376185059
12173009,12,8,395.8758265931,1.6429791517
5396481,9,5,965.9998802924,2.5942832005
3,2,0,12333333.3333333,666666.666666667
224,2,2,1901785.71428571,17857.1428571429
27555691,5,4,27.1450278638,0.3266112978
31,1,1,0.0,64516.1290322581
86412,10,5,13794.3804101282,173.5870018053
62,1,1,0.0,32258.064516129
48644,2,2,4769.3446262643,82.2300797632
342,2,2,760233.918128655,11695.9064327485
162792,13,6,27274.0675217455,116.7133520075
35722364,35,47,2075.0026510004,2.2954807806
610030,11,12,14115.6992279068,37.7030637837
61077,1,1,4960.9509307923,32.7455506983
117691476,13,13,40.7846019367,0.2209165938
47373662,2,2,5.8682396138,0.0844351024
1389,2,1,0.0,2159.8272138229
4,2,0,3000000.0,500000.0
30958,1,1,5265.1980102074,64.603656567
73,2,1,0.0,41095.8904109589
7070795,7,4,433.897461318,1.5556949395
31281,2,2,5370.6722930853,127.8731498354
116291,2,2,2665.7264964615,34.3964709221
3,2,0,4000000.0,666666.666666667
1765616,2,0,6.7964948211,1.1327491368
192,2,2,2770833.33333333,20833.3333333333
30388210,6,6,28.530801913,0.3948899919
527,1,1,519924.098671727,3795.0664136622
210,2,2,2800000.0,19047.619047619
172,2,3,319767.441860465,29069.7674418605
295,2,2,1606779.66101695,13559.3220338983
23829,1,1,7595.7866465232,83.9313441605
170,2,2,1694117.64705882,23529.4117647059
30660,1,1,4827.1363339857,65.2315720809
87006,2,4,275.8430453072,68.9607613268
6067438,5,3,125.7532421427,1.3185136791
30662,2,2,12067.0536820821,130.4546344009
19,2,0,0.0,105263.157894737
80392,10,5,14827.3460045776,186.5857299234
221157,14,9,32610.3175572105,103.9985168907
10778290,7,4,349.59163281,1.0205700533
155,2,2,954838.709677419,25806.4516129032
166,2,1,259036.144578313,18072.2891566265
49,2,0,244897.959183673,40816.3265306122
120220,4,1,149.7255032441,41.5904175678
4,2,0,9250000.0,500000.0
3,2,0,12333333.3333333,666666.666666667
75778,11,6,36818.0738472908,224.3395180659
170,2,2,1482352.94117647,23529.4117647059
221,2,2,2045248.86877828,18099.5475113122
75,1,1,0.0,26666.6666666667
3,2,0,12333333.3333333,666666.666666667
16,1,1,750000.0,125000.0
189,2,2,846560.846560847,21164.0211640212
40,1,1,300000.0,50000.0
188,2,2,1489361.70212766,21276.5957446809
1797,2,0,0.0,1112.9660545353
194600,11,6,13001.0277492292,87.358684481
24287,2,2,16799.1106353193,164.6971630914
23679,1,1,7686.1353942312,84.4630263102
65,1,1,0.0,30769.2307692308
3,2,0,0.0,666666.666666667
100856609,36,56,767.098961259,0.9121861315
30473,1,1,3872.2803793522,65.6318708365
337,2,0,35608.3086053412,5934.7181008902
3,2,0,4000000.0,666666.666666667
261915,6,6,15783.7466353588,45.8163908138
321,2,2,1046728.97196262,12461.0591900312
49,1,1,244897.959183673,40816.3265306122
23783491,2,0,0.5045516657,0.0840919443
117624,14,11,62113.1741821397,212.541658165
15008,1,1,799.5735607676,133.2622601279
67,2,1,0.0,44776.1194029851
65864081,19,21,123.0412673639,0.60731129
48955,1,1,3309.1614748238,40.8538453682
37801,1,1,5714.1345467051,52.9086532102
216576,3,2,4737.3670212766,23.0865839243
302008,13,12,21174.935763291,82.7792641255
63603225,7,2,4.1035655032,0.1415022587
60593,1,1,3795.8179987787,33.0071130329
272,2,2,1529411.76470588,14705.8823529412
61178,2,2,4838.340579947,65.3829808101
149,2,2,1503355.70469799,26845.6375838926
70040,10,5,24143.346659052,214.163335237
64063923,2,0,1.1550962934,0.0312188187
4,1,1,3000000.0,500000.0
1,2,0,12000000.0,2000000.0
50928,2,2,3063.1479736098,78.5422557336
54264,1,1,2506.2656641604,36.8568480024
24473,3,0,2369.958730029,122.5840722429
4938403,8,6,858.1721661841,2.8349245697
3,2,0,41333333.3333333,666666.666666667
81112,1,1,1183.5486734392,24.65726403
61129,2,2,8735.6246625988,65.4353907311
156,2,2,1333333.33333333,25641.0256410256
30677,1,1,5704.5995371125,65.1954232813
3,2,0,4000000.0,666666.666666667
70,1,1,0.0,28571.4285714286
16,1,1,750000.0,125000.0
65069629,10,10,28.8767590791,0.3073630557
23797,2,2,7395.8902382653,168.088414506
119285755,127,103,1439.1156764695,1.9281430545
5176629,3,1,2.3181108787,0.7727036262
16099650,2,2,27.1434472178,0.2484526061
162,2,2,1135802.4691358,24691.3580246914
116366953,20,17,15.8120493195,0.3179596874
470743,2,2,531.0753425967,8.4972054815
47300,4,2,10105.7082452431,126.8498942918
48,2,1,895833.333333333,62500.0
191,2,2,1968586.38743456,20942.4083769633
228490,8,7,29204.7792025909,65.648387238
5236631,4,4,344.114374299,1.5276997749
162,2,2,1370370.37037037,24691.3580246914
142567,10,5,7617.4710837711,105.2136890024
208,2,2,1557692.30769231,19230.7692307692
50798,1,1,236.2297728257,39.3716288043
67487384,33,39,759.8160865148,1.0668660679
1,2,0,12000000.0,2000000.0
